1001	3.835
1002	5.729
1003	9.237
1004	9.395
1005	18.81
1006	19.15
1007	7.362
1008	13.78
1009	8.244
1010	7.647
1011	2.675
1012	14.16
1013	12.2
1014	12.82
1015	8.933
1016	2.936
1017	1.328
1018	7.486
1019	5.481
1020	8.986
1021	12.02
1022	11.84
1023	5.556
1024	8.916
1025	9.762
1026	7.901
1027	3.19
1028	0.3178
1029	5.493
1030	5.576
1031	7.103
1032	12.59
1033	13.34
1034	2.589
1035	8.102
1036	10.48
1037	3.709
1038	1.831
1039	6.767
1040	4.071
1041	2.58
1042	0.7975
1043	-0.8214
1044	-0.7322
1045	-1.2
1046	-1.21
1047	-0.9904
1048	-0.7679
1049	-0.5905
1050	5.54
1051	1.586
1052	9.501
1053	10.89
1054	6.777
1055	3.052
1056	3.495
1057	5.671
1058	-0.5516
1059	8.891
1060	-0.6396
1061	15.95
1062	20.94
1063	8.852
1064	7.378
1065	9.884
1066	12.73
1067	12.54
1068	7.636
1069	0.8447
1070	5.109
1071	9.138
1072	12.8
1073	-2.758
1074	12.06
1075	3.87
1076	9.186
1077	14.92
1078	15.07
1079	12.81
1080	12.08
1081	8.243
1082	6.645
1083	8.927
1084	0.9102
1085	3.449
1086	8.058
1087	5.271
1088	6.486
1089	8.094
1090	-1.728
1091	17.03
1092	6.339
1093	10.0
1094	5.009
1095	6.513
1096	-1.997
1097	11.0
1098	18.22
1099	14.83
1100	7.71
1101	12.29
1102	5.11
1103	4.807
1104	9.171
1105	3.704
1106	18.02
1107	3.668
1108	-1.832
1109	1.715
1110	11.21
1111	7.998
1112	11.34
1113	2.027
1114	4.828
1115	7.66
1116	-0.09075
1117	-0.5313
1118	10.75
1119	7.12
1120	-12.0
1121	7.886
1122	0.2141
1123	10.4
1124	14.36
1125	4.85
1126	9.98
1127	7.334
1128	3.248
1129	9.474
1130	5.561
1131	13.79
1132	4.921
1133	3.657
1134	9.638
1135	9.616
1136	8.547
1137	1.057
1138	0.3448
1139	7.981
1140	2.171
1141	6.81
1142	6.299
1143	6.289
1144	13.47
1145	8.753
1146	4.186
1147	9.872
1148	7.415
1149	-5.086
1150	6.25
1151	9.421
1152	3.477
1153	1.2
1154	0.6559
1155	3.23
1156	7.031
1157	4.203
1158	-1.632
1159	4.989
1160	1.465
1161	4.671
1162	8.566
1163	6.997
1164	2.545
1165	16.21
1166	1.925
1167	9.62
1168	8.728
1169	9.193
1170	7.082
1171	7.534
1172	7.825
1173	7.832
1174	7.937
1175	7.956
1176	8.471
1177	9.895
1178	-1.666
1179	8.96
1180	8.751
1181	-6.548
1182	12.77
1183	7.527
1184	14.0
1185	15.63
1186	5.378
1187	12.68
1188	10.99
1189	9.361
1190	9.811
1191	13.65
1192	11.29
1193	11.76
1194	-6.774
1195	9.149
1196	1.037
1197	8.039
1198	10.2
1199	9.533
1200	8.154
1201	7.725
1202	5.793
1203	9.458
1204	13.78
1205	3.411
1206	10.5
1207	5.679
1208	1.497
1209	4.41
1210	10.14
1211	12.76
1212	21.7
1213	8.138
1214	4.001
1215	15.3
1216	21.15
1217	8.909
1218	2.006
1219	16.81
1220	5.451
1221	10.4
1222	5.43
1223	9.893
1224	10.12
1225	5.535
1226	12.05
1227	18.84
1228	11.39
1229	-4.87
1230	12.44
1231	6.913
1232	7.632
1233	10.29
1234	13.15
1235	15.1
1236	10.45
1237	13.82
1238	14.41
1239	15.87
1240	19.88
1241	5.857
1242	6.592
1243	8.356
1244	9.913
1245	0.9457
1246	-0.3796
1247	4.884
1248	12.57
1249	13.33
1250	12.23
1251	11.74
1252	11.39
1253	10.03
1254	9.447
1255	10.76
1256	12.36
1257	11.36
1258	3.778
1259	8.279
1260	3.76
1261	9.35
1262	-3.088
1263	7.412
1264	6.505
1265	9.482
1266	4.555
1267	12.4
1268	9.27
1269	14.75
1270	5.296
1271	12.91
1272	11.64
1273	13.35
1274	12.27
1275	10.87
1276	9.078
1277	8.638
1278	5.688
1279	7.797
1280	-1.54
1281	8.403
1282	7.985
1283	2.303
1284	3.845
1285	3.679
1286	16.3
1287	9.432
1288	2.309
1289	15.9
1290	14.69
1291	11.22
1292	15.5
1293	7.503
1294	8.985
1295	1.791
1296	14.19
1297	12.45
1298	4.838
1299	5.387
1300	-0.7331
1301	8.174
1302	9.552
1303	12.82
1304	12.81
1305	10.16
1306	13.97
1307	15.34
1308	10.74
1309	19.06
1310	12.91
1311	7.988
1312	9.146
1313	21.91
1314	4.786
1315	2.78
1316	6.055
1317	6.444
1318	8.785
1319	9.532
1320	8.121
1321	8.297
1322	8.02
1323	13.21
1324	10.85
1325	5.762
1326	12.59
1327	11.72
1328	11.23
1329	7.404
1330	11.28
1331	16.88
1332	12.52
1333	10.72
1334	6.757
1335	-3.235
1336	9.466
1337	-6.463
1338	18.32
1339	9.701
1340	2.55
1341	-0.7733
1342	8.19
1343	7.624
1344	14.12
1345	10.35
1346	16.44
1347	17.85
1348	8.965
1349	6.565
1350	7.356
1351	16.39
1352	2.493
1353	2.144
1354	16.97
1355	1.654
1356	8.236
1357	7.163
1358	9.462
1359	3.362
1360	8.897
1361	10.2
1362	11.13
1363	10.83
1364	10.27
1365	9.246
1366	11.78
1367	13.32
1368	8.532
1369	12.0
1370	10.65
1371	5.362
1372	11.29
1373	8.932
1374	9.319
1375	11.58
1376	13.09
1377	14.89
1378	14.87
1379	10.39
1380	11.92
1381	11.94
1382	12.29
1383	11.74
1384	2.451
1385	9.379
1386	9.735
1387	8.041
1388	-2.543
1389	8.792
1390	6.506
1391	6.174
1392	6.013
1393	-6.663
1394	7.911
1395	3.543
1396	7.991
1397	8.48
1398	9.658
1399	-0.0911
1400	-4.652
1401	17.97
1402	4.634
1403	10.63
1404	13.91
1405	10.3
1406	10.07
1407	9.344
1408	9.305
1409	9.06
1410	9.266
1411	10.39
1412	10.5
1413	10.6
1414	11.09
1415	3.229
1416	15.13
1417	5.843
1418	3.949
1419	9.282
1420	6.637
1421	3.075
1422	5.926
1423	7.049
1424	11.64
1425	11.33
1426	11.05
1427	4.237
1428	4.498
1429	1.656
1430	4.05
1431	5.116
1432	7.545
1433	5.013
1434	-4.935
1435	20.42
1436	19.35
1437	6.915
1438	2.958
1439	10.99
1440	11.07
1441	12.59
1442	6.786
1443	8.214
1444	8.76
1445	18.03
1446	10.06
1447	14.3
1448	6.199
1449	6.822
1450	1.418
1451	14.19
1452	3.509
1453	17.73
1454	7.577
1455	8.594
1456	10.12
1457	-1.521
1458	8.956
1459	4.29
1460	1.689
1461	9.359
1462	6.973
1463	7.104
1464	4.958
1465	7.801
1466	7.263
1467	-0.4947
1468	6.601
1469	10.53
1470	6.892
1471	6.138
1472	9.596
1473	8.696
1474	11.52
1475	11.52
1476	11.87
1477	11.15
1478	10.86
1479	11.02
1480	10.85
1481	11.51
1482	1.973
1483	-0.02705
1484	6.632
1485	0.6652
1486	6.764
1487	2.424
1488	4.023
1489	1.428
1490	4.638
1491	10.08
1492	10.85
1493	3.299
1494	10.01
1495	4.342
1496	12.68
1497	1.441
1498	-0.5628
1499	0.0364
1500	3.565
1001	1.56
1002	5.631
1003	0.7818
1004	7.314
1005	1.618
1006	4.681
1007	15.62
1008	12.24
1009	19.87
1010	12.47
1011	12.71
1012	11.41
1013	7.612
1014	3.532
1015	8.452
1016	4.678
1017	11.98
1018	12.51
1019	3.407
1020	2.267
1021	3.466
1022	1.876
1023	5.113
1024	2.622
1025	8.281
1026	16.4
1027	4.975
1028	0.741
1029	2.032
1030	4.743
1031	1.913
1032	5.446
1033	13.08
1034	15.17
1035	8.006
1036	3.714
1037	17.27
1038	6.377
1039	7.085
1040	3.227
1041	1.656
1042	0.5111
1043	0.06882
1044	0.264
1045	0.6841
1046	0.2628
1047	0.2982
1048	0.3945
1049	6.208
1050	8.688
1051	11.51
1052	9.027
1053	2.867
1054	3.452
1055	0.2012
1056	0.3202
1057	0.6494
1058	8.298
1059	7.174
1060	14.33
1061	7.018
1062	23.96
1063	3.337
1064	1.324
1065	4.963
1066	9.989
1067	2.573
1068	1.663
1069	2.985
1070	2.672
1071	1.687
1072	11.82
1073	12.08
1074	10.18
1075	11.25
1076	3.282
1077	14.35
1078	3.481
1079	5.052
1080	4.742
1081	20.81
1082	3.687
1083	3.297
1084	7.357
1085	2.138
1086	11.01
1087	4.699
1088	4.345
1089	7.031
1090	11.99
1091	11.43
1092	4.949
1093	7.265
1094	6.149
1095	3.504
1096	6.538
1097	15.14
1098	5.614
1099	5.748
1100	4.228
1101	1.833
1102	5.184
1103	5.55
1104	6.335
1105	4.516
1106	11.51
1107	4.565
1108	18.61
1109	8.337
1110	5.886
1111	2.851
1112	1.941
1113	2.676
1114	15.4
1115	1.812
1116	6.893
1117	6.653
1118	3.809
1119	24.82
1120	27.25
1121	7.626
1122	14.7
1123	5.725
1124	17.67
1125	12.53
1126	10.25
1127	7.842
1128	12.73
1129	12.7
1130	7.016
1131	11.41
1132	10.81
1133	10.52
1134	6.061
1135	4.128
1136	2.545
1137	6.388
1138	23.73
1139	7.723
1140	5.392
1141	5.25
1142	3.845
1143	9.666
1144	9.059
1145	10.73
1146	14.34
1147	8.795
1148	6.026
1149	6.199
1150	9.919
1151	13.39
1152	7.446
1153	9.185
1154	6.813
1155	3.676
1156	4.908
1157	7.916
1158	11.76
1159	14.93
1160	14.39
1161	7.665
1162	12.44
1163	4.256
1164	10.75
1165	7.432
1166	6.383
1167	3.56
1168	10.48
1169	1.194
1170	0.5597
1171	0.1004
1172	0.08563
1173	0.03145
1174	0.04712
1175	0.03877
1176	1.654
1177	6.495
1178	2.503
1179	1.154
1180	3.072
1181	10.24
1182	8.682
1183	1.857
1184	4.541
1185	2.419
1186	5.884
1187	10.66
1188	1.126
1189	1.04
1190	0.5536
1191	3.151
1192	8.354
1193	5.132
1194	22.04
1195	8.736
1196	7.226
1197	6.36
1198	6.688
1199	1.457
1200	2.737
1201	4.69
1202	2.561
1203	6.751
1204	12.76
1205	11.46
1206	26.7
1207	3.927
1208	8.337
1209	15.88
1210	13.79
1211	13.8
1212	23.79
1213	5.62
1214	8.746
1215	9.859
1216	24.96
1217	8.074
1218	21.26
1219	8.378
1220	8.128
1221	18.77
1222	2.872
1223	5.355
1224	6.671
1225	10.89
1226	11.01
1227	7.151
1228	7.54
1229	12.61
1230	7.099
1231	16.39
1232	9.226
1233	8.459
1234	6.908
1235	7.953
1236	14.81
1237	4.238
1238	2.337
1239	10.49
1240	12.69
1241	0.8505
1242	2.267
1243	4.685
1244	15.16
1245	4.638
1246	5.689
1247	8.821
1248	11.65
1249	4.824
1250	1.018
1251	0.5489
1252	0.876
1253	0.2487
1254	1.289
1255	1.501
1256	1.206
1257	1.66
1258	10.86
1259	7.92
1260	6.549
1261	17.84
1262	7.259
1263	3.657
1264	10.72
1265	8.91
1266	6.265
1267	8.018
1268	9.364
1269	6.999
1270	5.624
1271	0.8558
1272	1.051
1273	1.982
1274	7.061
1275	1.936
1276	1.203
1277	3.585
1278	8.288
1279	8.713
1280	9.067
1281	2.994
1282	2.962
1283	8.168
1284	7.49
1285	9.419
1286	6.691
1287	22.67
1288	12.15
1289	25.38
1290	5.612
1291	7.559
1292	13.74
1293	4.14
1294	4.993
1295	7.185
1296	3.573
1297	9.602
1298	11.63
1299	8.498
1300	4.143
1301	1.98
1302	5.922
1303	15.52
1304	5.052
1305	7.306
1306	3.172
1307	4.517
1308	2.768
1309	10.32
1310	5.65
1311	5.182
1312	23.32
